year,reclat,reclong,GeoLocation
1948,38.51667,-107.83333,"(38.516670, -107.833330)"
1995,-23.87083,-67.17639,"(-23.870830, -67.176390)"
,,,
,-32.87167,-64.22333,"(-32.871670, -64.223330)"
1991,-13.12333,-42.2885,"(-13.123330, -42.288500)"
1995,-39.85,-69.48333,"(-39.850000, -69.483330)"
2011,35.3,-106.63333,"(35.300000, -106.633330)"
1965,-30.36667,126.01667,"(-30.366670, 126.016670)"
1960,50.94,-96.99167,"(50.940000, -96.991670)"
1998,35.63333,-115.36667,"(35.633330, -115.366670)"
2000,35.65933,-115.37167,"(35.659330, -115.371670)"
2000,35.6717,-115.36722,"(35.671700, -115.367220)"
2001,35.68345,-115.34703,"(35.683450, -115.347030)"
2001,35.67298,-115.36717,"(35.672980, -115.367170)"
2002,35.68078,-115.34062,"(35.680780, -115.340620)"
2002,35.67405,-115.36807,"(35.674050, -115.368070)"
2002,35.6701,-115.37248,"(35.670100, -115.372480)"
2002,35.67725,-115.3566,"(35.677250, -115.356600)"
2002,35.67355,-115.35067,"(35.673550, -115.350670)"
2010,35.66594,-115.37081,"(35.665940, -115.370810)"
2003,-72.65333,160.30703,"(-72.653330, 160.307030)"
1979,34.08333,-103.5,"(34.083330, -103.500000)"
1979,34.08333,-103.5,"(34.083330, -103.500000)"
1980,34.42222,-101.4975,"(34.422220, -101.497500)"
2003,41.65,-109.025,"(41.650000, -109.025000)"
1852,25.33333,-104.66667,"(25.333330, -104.666670)"
1892,-22.33333,118,"(-22.333330, 118.000000)"
1974,34.065,-103.40833,"(34.065000, -103.408330)"
1936,37.11667,-101.6,"(37.116670, -101.600000)"
1939,37.11667,-101.6,"(37.116670, -101.600000)"
1941,37.08333,-101.6,"(37.083330, -101.600000)"
1942,37.08333,-101.6,"(37.083330, -101.600000)"
2009,50.28533,46.69967,"(50.285330, 46.699670)"
1938,35.76667,-102.95,"(35.766670, -102.950000)"
1991,-23.08333,14.715,"(-23.083330, 14.715000)"
1991,-23.08333,14.715,"(-23.083330, 14.715000)"
1991,-23.08333,14.715,"(-23.083330, 14.715000)"
1972,34.86667,-98.95,"(34.866670, -98.950000)"
1968,33.78333,-103.56667,"(33.783330, -103.566670)"
1973,33.71667,-103.65,"(33.716670, -103.650000)"
1976,33.88333,-103.56667,"(33.883330, -103.566670)"
1977,34.08333,-103.5,"(34.083330, -103.500000)"
1978,34.21667,-103.28333,"(34.216670, -103.283330)"
1979,34.08333,-103.5,"(34.083330, -103.500000)"
1979,33.08333,-103.5,"(33.083330, -103.500000)"
1980,33.75,-103.13333,"(33.750000, -103.133330)"
1981,34.1,-103.48333,"(34.100000, -103.483330)"
1981,34.1,-103.48333,"(34.100000, -103.483330)"
1981,34.1,-103.48333,"(34.100000, -103.483330)"
1981,34.1,-103.48333,"(34.100000, -103.483330)"
1981,34.1,-103.48333,"(34.100000, -103.483330)"
1981,34.21667,-103.2,"(34.216670, -103.200000)"
1981,34.31667,-103.41667,"(34.316670, -103.416670)"
1982,34.11667,-103.56667,"(34.116670, -103.566670)"
1983,34.13333,-103.56667,"(34.133330, -103.566670)"
1983,33.81806,-103.20694,"(33.818060, -103.206940)"
1983,34.21667,-103.28333,"(34.216670, -103.283330)"
1984,34.18333,-103.23333,"(34.183330, -103.233330)"
1984,34.08333,-103.5,"(34.083330, -103.500000)"
1984,34.08333,-103.5,"(34.083330, -103.500000)"
1984,34.15,-104.01667,"(34.150000, -104.016670)"
1984,33.8,-103.25,"(33.800000, -103.250000)"
1984,34.08333,-103.5,"(34.083330, -103.500000)"
1984,34.08333,-103.5,"(34.083330, -103.500000)"
1984,34.28333,-103.43333,"(34.283330, -103.433330)"
1984,33.78333,-103.55,"(33.783330, -103.550000)"
1968,34.08333,-103.5,"(34.083330, -103.500000)"
1968,34.08333,-103.5,"(34.083330, -103.500000)"
1968,34.08333,-103.61667,"(34.083330, -103.616670)"
1968,34.08333,-103.61667,"(34.083330, -103.616670)"
1968,34.08333,-103.61667,"(34.083330, -103.616670)"
1968,34.08333,-103.51667,"(34.083330, -103.516670)"
1968,34.3,-103.45,"(34.300000, -103.450000)"
1969,34.08333,-103.5,"(34.083330, -103.500000)"
1969,34.08333,-103.5,"(34.083330, -103.500000)"
1969,34.08333,-103.5,"(34.083330, -103.500000)"
1969,34.08333,-103.51667,"(34.083330, -103.516670)"
1969,34.08333,-103.61667,"(34.083330, -103.616670)"
1970,34.25,-103.51667,"(34.250000, -103.516670)"
1970,34.23333,-103.25,"(34.233330, -103.250000)"
1970,34.1,-103.48333,"(34.100000, -103.483330)"
1970,34.13333,-103.36667,"(34.133330, -103.366670)"
1970,33.61667,-103.45,"(33.616670, -103.450000)"
1971,34.08333,-103.5,"(34.083330, -103.500000)"
1971,34.08333,-103.5,"(34.083330, -103.500000)"
1971,34.21667,-103.35,"(34.216670, -103.350000)"
1971,34.1,-103.48333,"(34.100000, -103.483330)"
1971,33.88333,-103.7,"(33.883330, -103.700000)"
1971,34.3,-103.43333,"(34.300000, -103.433330)"
1971,34.3,-103.43333,"(34.300000, -103.433330)"
1972,34.41667,-103.58333,"(34.416670, -103.583330)"
1973,34.21667,-103.28333,"(34.216670, -103.283330)"
1968,34.08333,-103.5,"(34.083330, -103.500000)"
1968,34.08333,-103.5,"(34.083330, -103.500000)"
1968,34.08333,-103.61667,"(34.083330, -103.616670)"
1968,34.08333,-103.51667,"(34.083330, -103.516670)"
1969,34.21667,-103.5,"(34.216670, -103.500000)"
1969,34.08333,-103.5,"(34.083330, -103.500000)"
1969,34.08333,-103.5,"(34.083330, -103.500000)"
1971,33.61667,-103.45,"(33.616670, -103.450000)"
1988,34.1,-103.48333,"(34.100000, -103.483330)"
1988,34.1,-103.48333,"(34.100000, -103.483330)"
1988,34.1,-103.48333,"(34.100000, -103.483330)"
1989,34.1,-103.48333,"(34.100000, -103.483330)"
1989,34.1,-103.48333,"(34.100000, -103.483330)"
1989,34.1,-103.48333,"(34.100000, -103.483330)"
1989,34.1,-103.48333,"(34.100000, -103.483330)"
1989,34.08333,-103.48333,"(34.083330, -103.483330)"
1990,34.08333,-103.51667,"(34.083330, -103.516670)"
1990,34.18333,-103.43333,"(34.183330, -103.433330)"
1992,34.08333,-103.5,"(34.083330, -103.500000)"
1992,34.08333,-103.5,"(34.083330, -103.500000)"
1992,34.08333,-103.5,"(34.083330, -103.500000)"
1993,34.1,-103.58333,"(34.100000, -103.583330)"
1968,34.05,-103.5,"(34.050000, -103.500000)"
1969,33.63333,-103.16667,"(33.633330, -103.166670)"
1969,34.08333,-103.56667,"(34.083330, -103.566670)"
1969,33.66667,-103.41667,"(33.666670, -103.416670)"
1969,34.2,-103.23333,"(34.200000, -103.233330)"
1969,34.31667,-103.38333,"(34.316670, -103.383330)"
1974,34.28333,-103.28333,"(34.283330, -103.283330)"
1977,34.06667,-103.51667,"(34.066670, -103.516670)"
1978,33.88333,-103.56667,"(33.883330, -103.566670)"
1980,34.13333,-103.53333,"(34.133330, -103.533330)"
1993,34.28333,-103.51667,"(34.283330, -103.516670)"
1994,34.08333,-103.5,"(34.083330, -103.500000)"
1994,34.08333,-103.5,"(34.083330, -103.500000)"
1994,34.08333,-103.5,"(34.083330, -103.500000)"
1994,34.08333,-103.5,"(34.083330, -103.500000)"
1995,34.09167,-103.50167,"(34.091670, -103.501670)"
1996,34.09167,-103.67667,"(34.091670, -103.676670)"
1996,33.95833,-103.93833,"(33.958330, -103.938330)"
1969,34.21667,-103.55,"(34.216670, -103.550000)"
1969,33.6,-103.3,"(33.600000, -103.300000)"
1970,34.3,-103.45,"(34.300000, -103.450000)"
1979,34.05,-103.58333,"(34.050000, -103.583330)"
1988,33.995,-103.25,"(33.995000, -103.250000)"
1998,33.73883,-103.65,"(33.738830, -103.650000)"
1998,33.72217,-103.67333,"(33.722170, -103.673330)"
1998,34.18833,-103.94167,"(34.188330, -103.941670)"
2001,34.21667,-103.93333,"(34.216670, -103.933330)"
2000,34.21667,-103.13333,"(34.216670, -103.133330)"
2004,34.21667,-103.18333,"(34.216670, -103.183330)"
2005,34.21667,-103.18333,"(34.216670, -103.183330)"
1987,33.736667,-103.623333,"(33.736667, -103.623333)"
1953,-15,135,"(-15.000000, 135.000000)"
2012,34.82793,-118.1464,"(34.827930, -118.146400)"
1940,34.83333,-118.06667,"(34.833330, -118.066670)"
1896,14.6,-88.68333,"(14.600000, -88.683330)"
1915,30.81667,-97.05,"(30.816670, -97.050000)"
1934,30.05806,-96.65139,"(30.058060, -96.651390)"
1939,30.06667,-96.7,"(30.066670, -96.700000)"
1986,39.16667,-98.43333,"(39.166670, -98.433330)"
1990,46.78333,-108.56667,"(46.783330, -108.566670)"
1962,-29.8,148.63333,"(-29.800000, 148.633330)"
1933,35.95,-104.2,"(35.950000, -104.200000)"
1934,35.95,-104.2,"(35.950000, -104.200000)"
1955,20,50,"(20.000000, 50.000000)"
1955,20,50,"(20.000000, 50.000000)"
1957,20,50,"(20.000000, 50.000000)"
1844,34.3,-81.4,"(34.300000, -81.400000)"
1994,48.348,17.866,"(48.348000, 17.866000)"
1948,39.5,-85.5,"(39.500000, -85.500000)"
1938,38.61667,-102.71667,"(38.616670, -102.716670)"
1866,39.61667,-85.45,"(39.616670, -85.450000)"
1863,39.8,-105.5,"(39.800000, -105.500000)"
1982,32.13333,-111.13333,"(32.133330, -111.133330)"
1988,81.16667,-49,"(81.166670, -49.000000)"
1890,32.91667,-104.66667,"(32.916670, -104.666670)"
2003,34.75637,-114.23435,"(34.756370, -114.234350)"
2004,34.75635,-114.2343,"(34.756350, -114.234300)"
2004,34.75873,-114.23342,"(34.758730, -114.233420)"
2004,34.75078,-114.22717,"(34.750780, -114.227170)"
2004,34.74667,-114.21,"(34.746670, -114.210000)"
1998,30.26667,-4.66667,"(30.266670, -4.666670)"
1979,32.86583,-97.32306,"(32.865830, -97.323060)"
1974,40.71667,-90.41667,"(40.716670, -90.416670)"
1968,48.48333,3.58333,"(48.483330, 3.583330)"
1983,-21.19222,55.68639,"(-21.192220, 55.686390)"
1971,27,-105.25,"(27.000000, -105.250000)"
2008,-23.826,-68.57217,"(-23.826000, -68.572170)"
2000,-24.20333,-68.805,"(-24.203330, -68.805000)"
1908,38.98333,-111.85,"(38.983330, -111.850000)"
1901,39.4,-100.4,"(39.400000, -100.400000)"
1963,66.8,28.45,"(66.800000, 28.450000)"
1869,40.91667,-111.66667,"(40.916670, -111.666670)"
1850,37.95,-85.78333,"(37.950000, -85.783330)"
1894,42.53333,-122.875,"(42.533330, -122.875000)"
1897,31.41667,-100.35,"(31.416670, -100.350000)"
2010,34.00056,-115.72972,"(34.000560, -115.729720)"
1983,-27.55861,-56.13444,"(-27.558610, -56.134440)"
1942,-35.53333,-58.76667,"(-35.533330, -58.766670)"
1882,-23.43333,-69.5,"(-23.433330, -69.500000)"
1887,36,-119,"(36.000000, -119.000000)"
1868,23.48333,-104.36667,"(23.483330, -104.366670)"
1920,35,-112,"(35.000000, -112.000000)"
2005,32.16657,-111.11718,"(32.166570, -111.117180)"
1944,24.7,-99.08333,"(24.700000, -99.083330)"
2001,-25.575,-69.795,"(-25.575000, -69.795000)"
2002,-25.575,-69.795,"(-25.575000, -69.795000)"
2007,-25.446167,-69.858667,"(-25.446167, -69.858667)"
2007,-25.447333,-69.860667,"(-25.447333, -69.860667)"
2007,-25.445833,-69.8635,"(-25.445833, -69.863500)"
2007,-25.446333,-69.855333,"(-25.446333, -69.855333)"
2007,-25.4475,-69.851,"(-25.447500, -69.851000)"
2007,-25.4485,-69.851833,"(-25.448500, -69.851833)"
2007,-25.447667,-69.871833,"(-25.447667, -69.871833)"
2007,-25.447667,-69.867333,"(-25.447667, -69.867333)"
2007,-25.447833,-69.867333,"(-25.447833, -69.867333)"
2007,-25.443167,-69.8955,"(-25.443167, -69.895500)"
2008,-25.443833,-69.870333,"(-25.443833, -69.870333)"
2008,-25.445,-69.870667,"(-25.445000, -69.870667)"
2008,-25.4445,-69.867,"(-25.444500, -69.867000)"
2008,-25.444167,-69.8715,"(-25.444167, -69.871500)"
2008,-25.4435,-69.8745,"(-25.443500, -69.874500)"
2008,-25.443,-69.875167,"(-25.443000, -69.875167)"
2008,-25.4425,-69.874,"(-25.442500, -69.874000)"
2008,-25.4415,-69.876167,"(-25.441500, -69.876167)"
2008,-25.441667,-69.8735,"(-25.441667, -69.873500)"
2008,-25.4425,-69.872167,"(-25.442500, -69.872167)"
2008,-25.443,-69.871833,"(-25.443000, -69.871833)"
2008,-25.44,-69.872333,"(-25.440000, -69.872333)"
2008,-25.372,-69.8995,"(-25.372000, -69.899500)"
2008,-25.4425,-69.871167,"(-25.442500, -69.871167)"
2008,-25.442667,-69.871167,"(-25.442667, -69.871167)"
2008,-25.441167,-69.871167,"(-25.441167, -69.871167)"
2008,-25.441833,-69.871,"(-25.441833, -69.871000)"
2008,-25.441833,-69.870333,"(-25.441833, -69.870333)"
2008,-25.440333,-69.879,"(-25.440333, -69.879000)"
2008,-25.4425,-69.877167,"(-25.442500, -69.877167)"
2009,-25.440833,-69.868833,"(-25.440833, -69.868833)"
2009,-25.440333,-69.868167,"(-25.440333, -69.868167)"
2009,-25.439667,-69.879833,"(-25.439667, -69.879833)"
2009,-25.4405,-69.880167,"(-25.440500, -69.880167)"
2009,-25.439833,-69.880333,"(-25.439833, -69.880333)"
2009,-25.441833,-69.881667,"(-25.441833, -69.881667)"
2009,-25.371,-69.8975,"(-25.371000, -69.897500)"
2009,-25.44,-69.884,"(-25.440000, -69.884000)"
2009,-25.4395,-69.884,"(-25.439500, -69.884000)"
2009,-25.444833,-69.881,"(-25.444833, -69.881000)"
2009,-25.443167,-69.8825,"(-25.443167, -69.882500)"
2009,-25.443667,-69.884,"(-25.443667, -69.884000)"
2009,-25.4435,-69.866667,"(-25.443500, -69.866667)"
2009,-25.442333,-69.864667,"(-25.442333, -69.864667)"
2009,-25.443,-69.863667,"(-25.443000, -69.863667)"
2009,-25.447333,-69.8835,"(-25.447333, -69.883500)"
2009,-25.439333,-69.886333,"(-25.439333, -69.886333)"
2009,-25.439667,-69.8865,"(-25.439667, -69.886500)"
2009,-25.438667,-69.8865,"(-25.438667, -69.886500)"
2009,-25.4395,-69.885833,"(-25.439500, -69.885833)"
2010,-25.44,-69.88833,"(-25.440000, -69.888330)"
2010,-25.44067,-69.86367,"(-25.440670, -69.863670)"
2010,-25.43933,-69.8635,"(-25.439330, -69.863500)"
2010,-25.43883,-69.85883,"(-25.438830, -69.858830)"
2010,-25.449,-69.8815,"(-25.449000, -69.881500)"
2010,-25.44933,-69.8815,"(-25.449330, -69.881500)"
2010,-25.449,-69.88033,"(-25.449000, -69.880330)"
2010,-25.4465,-69.88583,"(-25.446500, -69.885830)"
2010,-25.44067,-69.86083,"(-25.440670, -69.860830)"
2010,-25.42517,-69.69017,"(-25.425170, -69.690170)"
2010,-25.58333,-69.78333,"(-25.583330, -69.783330)"
2010,-25.58333,-69.78333,"(-25.583330, -69.783330)"
2010,-25.58333,-69.78333,"(-25.583330, -69.783330)"
2010,-25.58333,-69.78333,"(-25.583330, -69.783330)"
1964,-33.33333,-66.38333,"(-33.333330, -66.383330)"
1887,29.5,-98.5,"(29.500000, -98.500000)"
1971,-16.21667,-50.3,"(-16.216670, -50.300000)"
1986,39.43,-99.995,"(39.430000, -99.995000)"
1947,40.81667,-102.25,"(40.816670, -102.250000)"
1936,30.13333,-102.15,"(30.133330, -102.150000)"
1925,35.25,-106.5,"(35.250000, -106.500000)"
1938,35.93333,-91.63333,"(35.933330, -91.633330)"
1872,19.21667,-98.3,"(19.216670, -98.300000)"
1875,-26.21667,-48.6,"(-26.216670, -48.600000)"
1976,24.46667,-103.35,"(24.466670, -103.350000)"
1921,-16.26667,-47.95,"(-16.266670, -47.950000)"
1810,5.91667,-73,"(5.916670, -73.000000)"
1950,27.33333,-112.33333,"(27.333330, -112.333330)"
2003,-33.50944,-53.41083,"(-33.509440, -53.410830)"
1958,24.5,-106,"(24.500000, -106.000000)"
1960,-21.55,-43.01667,"(-21.550000, -43.016670)"
1883,41.76611,-8.58361,"(41.766110, -8.583610)"
1892,36.5,137,"(36.500000, 137.000000)"
1983,39.84433,-100.51,"(39.844330, -100.510000)"
1940,32.94889,-81.865,"(32.948890, -81.865000)"
1854,48.48333,44.81667,"(48.483330, 44.816670)"
1964,45.9835,105.75883,"(45.983500, 105.758830)"
1994,26.4455,15.5925,"(26.445500, 15.592500)"
1995,26.812,15.87467,"(26.812000, 15.874670)"
1997,26.42767,15.84833,"(26.427670, 15.848330)"
1999,27.13883,15.5475,"(27.138830, 15.547500)"
1999,26.8425,15.69183,"(26.842500, 15.691830)"
1994,24.297,18.41433,"(24.297000, 18.414330)"
1948,24.4,81.88333,"(24.400000, 81.883330)"
1923,35.16667,-88.18333,"(35.166670, -88.183330)"
2002,40.86217,-118.54167,"(40.862170, -118.541670)"
2006,37.52392,-98.62993,"(37.523920, -98.629930)"
2000,20.51667,56.66667,"(20.516670, 56.666670)"
1999,20.97183,56.878,"(20.971830, 56.878000)"
1999,20.979,57.162,"(20.979000, 57.162000)"
1999,20.796,57.208,"(20.796000, 57.208000)"
1999,20.996,57.32583,"(20.996000, 57.325830)"
1999,20.927,57.2855,"(20.927000, 57.285500)"
1999,20.95233,57.3045,"(20.952330, 57.304500)"
1999,20.9805,57.319,"(20.980500, 57.319000)"
1999,20.9915,57.307,"(20.991500, 57.307000)"
1999,20.992,57.30583,"(20.992000, 57.305830)"
1999,21.00333,57.2885,"(21.003330, 57.288500)"
1999,20.9825,57.31483,"(20.982500, 57.314830)"
1999,20.9655,57.32083,"(20.965500, 57.320830)"
1999,21.01983,57.29817,"(21.019830, 57.298170)"
1999,21.048,57.28667,"(21.048000, 57.286670)"
1999,20.97867,57.32717,"(20.978670, 57.327170)"
1999,20.96833,57.31733,"(20.968330, 57.317330)"
1999,20.551,57.14433,"(20.551000, 57.144330)"
1999,20.68267,57.179,"(20.682670, 57.179000)"
1999,20.69433,57.1605,"(20.694330, 57.160500)"
1999,21.05233,57.28567,"(21.052330, 57.285670)"
1999,21.07183,57.26617,"(21.071830, 57.266170)"
1999,21.09033,57.24733,"(21.090330, 57.247330)"
1999,21.11533,57.22117,"(21.115330, 57.221170)"
1999,21.02183,57.24667,"(21.021830, 57.246670)"
1999,21.0585,57.27283,"(21.058500, 57.272830)"
2000,20.9675,57.3235,"(20.967500, 57.323500)"
2000,21.06567,57.2245,"(21.065670, 57.224500)"
2000,21.08483,57.05517,"(21.084830, 57.055170)"
2000,20.82583,57.19933,"(20.825830, 57.199330)"
2000,21.051,57.2765,"(21.051000, 57.276500)"
2000,21.054,57.27683,"(21.054000, 57.276830)"
2000,20.99667,57.29117,"(20.996670, 57.291170)"
2000,21.06517,57.28167,"(21.065170, 57.281670)"
2000,20.67367,57.18,"(20.673670, 57.180000)"
2000,20.66583,57.18633,"(20.665830, 57.186330)"
2000,21.06917,57.289,"(21.069170, 57.289000)"
2000,21.06817,57.281,"(21.068170, 57.281000)"
2000,21.05694,57.27639,"(21.056940, 57.276390)"
2000,21.06361,57.27139,"(21.063610, 57.271390)"
2000,21.07556,57.25722,"(21.075560, 57.257220)"
2000,20.72306,57.12528,"(20.723060, 57.125280)"
2000,20.93667,57.26111,"(20.936670, 57.261110)"
2000,21.06083,57.27194,"(21.060830, 57.271940)"
2000,21.04361,57.0175,"(21.043610, 57.017500)"
2000,20.82333,57.08528,"(20.823330, 57.085280)"
2000,20.93833,56.87722,"(20.938330, 56.877220)"
2000,21.00917,56.98694,"(21.009170, 56.986940)"
2000,20.98067,57.30217,"(20.980670, 57.302170)"
2000,20.97583,57.323,"(20.975830, 57.323000)"
2000,20.974,57.32083,"(20.974000, 57.320830)"
2000,21.011,57.32067,"(21.011000, 57.320670)"
2000,21.015,57.338,"(21.015000, 57.338000)"
2000,20.98283,57.33483,"(20.982830, 57.334830)"
2000,20.9735,57.305,"(20.973500, 57.305000)"
2000,20.53,56.67167,"(20.530000, 56.671670)"
2001,21.06167,57.32667,"(21.061670, 57.326670)"
2001,20.45667,56.65667,"(20.456670, 56.656670)"
2001,20.54167,56.67833,"(20.541670, 56.678330)"
2001,20.98,57.31833,"(20.980000, 57.318330)"
2000,20.50667,56.655,"(20.506670, 56.655000)"
2001,21.06,57.29,"(21.060000, 57.290000)"
2000,20.58167,56.79833,"(20.581670, 56.798330)"
2001,21,57.31,"(21.000000, 57.310000)"
2001,21.035,57.26806,"(21.035000, 57.268060)"
2000,20.53167,56.67667,"(20.531670, 56.676670)"
2000,20.04333,57.27833,"(20.043330, 57.278330)"
2001,21.32667,57.17833,"(21.326670, 57.178330)"
2001,20.819,57.33967,"(20.819000, 57.339670)"
2001,20.77517,57.28167,"(20.775170, 57.281670)"
2001,20.819,57.26367,"(20.819000, 57.263670)"
2001,20.63817,57.169,"(20.638170, 57.169000)"
2001,20.6515,57.169,"(20.651500, 57.169000)"
2001,20.6275,57.16433,"(20.627500, 57.164330)"
2001,20.6845,57.14067,"(20.684500, 57.140670)"
2001,20.7325,57.122,"(20.732500, 57.122000)"
2001,21.01183,57.33,"(21.011830, 57.330000)"
2001,21.004,57.31867,"(21.004000, 57.318670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2000,21.05183,57.26967,"(21.051830, 57.269670)"
2002,21.06833,57.27,"(21.068330, 57.270000)"
2000,20.71,57.02167,"(20.710000, 57.021670)"
2000,20.32,57.23167,"(20.320000, 57.231670)"
2000,20.53,56.665,"(20.530000, 56.665000)"
2001,20.88167,57.2,"(20.881670, 57.200000)"
2002,21,57.32,"(21.000000, 57.320000)"
2000,21.16667,56.66667,"(21.166670, 56.666670)"
2000,21.17017,56.68283,"(21.170170, 56.682830)"
2000,21.09917,57.09117,"(21.099170, 57.091170)"
2001,20.99115,57.33877,"(20.991150, 57.338770)"
2000,21.12307,56.98238,"(21.123070, 56.982380)"
2000,21.10912,56.9335,"(21.109120, 56.933500)"
2000,21.1454,56.7875,"(21.145400, 56.787500)"
2000,21.14493,56.80587,"(21.144930, 56.805870)"
2000,20.6157,57.16318,"(20.615700, 57.163180)"
2000,20.82752,57.30552,"(20.827520, 57.305520)"
2000,21.05303,57.26272,"(21.053030, 57.262720)"
2000,20.935,57.01167,"(20.935000, 57.011670)"
2001,20.98333,57.32667,"(20.983330, 57.326670)"
2001,21.01833,57.31333,"(21.018330, 57.313330)"
2001,21.05833,57.29167,"(21.058330, 57.291670)"
2000,20.54167,56.68833,"(20.541670, 56.688330)"
2001,20.92667,57.255,"(20.926670, 57.255000)"
2001,21.06667,57.31667,"(21.066670, 57.316670)"
2002,21.085,57.28,"(21.085000, 57.280000)"
2002,20.99,57.30667,"(20.990000, 57.306670)"
2002,20.985,57.29667,"(20.985000, 57.296670)"
2002,21.04333,57.29667,"(21.043330, 57.296670)"
2001,21.06,57.265,"(21.060000, 57.265000)"
2001,21.04667,57.255,"(21.046670, 57.255000)"
2000,20.46,56.675,"(20.460000, 56.675000)"
2000,20.54167,56.68,"(20.541670, 56.680000)"
2000,20.53667,56.68333,"(20.536670, 56.683330)"
2001,20.99833,57.32167,"(20.998330, 57.321670)"
2002,21.00333,57.315,"(21.003330, 57.315000)"
2002,21.00333,57.32167,"(21.003330, 57.321670)"
2002,21.00833,57.31,"(21.008330, 57.310000)"
2001,21.07,57.31333,"(21.070000, 57.313330)"
2001,21.02,57.28167,"(21.020000, 57.281670)"
2001,21.00833,57,"(21.008330, 57.000000)"
2003,21.00667,57.32167,"(21.006670, 57.321670)"
2002,20.98,57.33333,"(20.980000, 57.333330)"
2002,21.08833,57.29167,"(21.088330, 57.291670)"
2002,20.99833,57.315,"(20.998330, 57.315000)"
2003,21.09,56.915,"(21.090000, 56.915000)"
2004,21.00333,57.31833,"(21.003330, 57.318330)"
2004,21.07,57.27,"(21.070000, 57.270000)"
2001,21.06831,57.31564,"(21.068310, 57.315640)"
2001,20.99867,57.29467,"(20.998670, 57.294670)"
2001,21.03364,57.32064,"(21.033640, 57.320640)"
2001,21.06481,57.27356,"(21.064810, 57.273560)"
2001,21.06636,57.26758,"(21.066360, 57.267580)"
2001,21.07128,57.10175,"(21.071280, 57.101750)"
2001,21.18372,57.21008,"(21.183720, 57.210080)"
2001,21.18697,57.20867,"(21.186970, 57.208670)"
2001,21.20769,57.21136,"(21.207690, 57.211360)"
2002,21.06289,57.31561,"(21.062890, 57.315610)"
2002,21.04264,57.29767,"(21.042640, 57.297670)"
2002,21.05703,57.29972,"(21.057030, 57.299720)"
2002,21.00742,57.26658,"(21.007420, 57.266580)"
2002,21.04833,57.30917,"(21.048330, 57.309170)"
2002,21.05158,57.31144,"(21.051580, 57.311440)"
2002,21.04636,57.31033,"(21.046360, 57.310330)"
2002,21.03908,57.31017,"(21.039080, 57.310170)"
2002,21.03858,57.29383,"(21.038580, 57.293830)"
2002,20.99203,57.31992,"(20.992030, 57.319920)"
2002,21.03722,57.29019,"(21.037220, 57.290190)"
2002,21.03692,57.28989,"(21.036920, 57.289890)"
2002,21.038,57.29283,"(21.038000, 57.292830)"
2002,21.05172,57.23795,"(21.051720, 57.237950)"
2002,20.99872,57.325,"(20.998720, 57.325000)"
2002,21.0675,57.2722,"(21.067500, 57.272200)"
2002,21.065717,57.263583,"(21.065717, 57.263583)"
2001,21.01717,57.32033,"(21.017170, 57.320330)"
2000,20.09,56.7029,"(20.090000, 56.702900)"
2000,20.09,56.72048,"(20.090000, 56.720480)"
2000,20.07,56.72373,"(20.070000, 56.723730)"
2001,21.03703,57.32685,"(21.037030, 57.326850)"
2001,20.98353,57.20102,"(20.983530, 57.201020)"
2001,21.02018,57.21147,"(21.020180, 57.211470)"
2001,21.02063,57.2131,"(21.020630, 57.213100)"
2001,21.16788,56.54137,"(21.167880, 56.541370)"
2001,21.10517,56.9963,"(21.105170, 56.996300)"
2002,20.57318,57.32333,"(20.573180, 57.323330)"
2004,20.966,57.3255,"(20.966000, 57.325500)"
2002,21.01333,57.31833,"(21.013330, 57.318330)"
2002,20.99333,57.28,"(20.993330, 57.280000)"
2004,21.05517,57.2975,"(21.055170, 57.297500)"
2004,21.06445,57.29923,"(21.064450, 57.299230)"
2004,20.573,56.70257,"(20.573000, 56.702570)"
2001,21.04833,57.25833,"(21.048330, 57.258330)"
2001,20.995,57.325,"(20.995000, 57.325000)"
2004,20.54817,56.67931,"(20.548170, 56.679310)"
2003,20.72112,57.1269,"(20.721120, 57.126900)"
2003,20.1762,56.51983,"(20.176200, 56.519830)"
2002,20.47633,57.36013,"(20.476330, 57.360130)"
2002,20.51485,57.27738,"(20.514850, 57.277380)"
2002,20.56455,57.17792,"(20.564550, 57.177920)"
2002,20.56945,57.32167,"(20.569450, 57.321670)"
2002,20.5877,57.09752,"(20.587700, 57.097520)"
2002,20.60242,57.37903,"(20.602420, 57.379030)"
2001,20.86333,56.20333,"(20.863330, 56.203330)"
2002,20.96595,57.32455,"(20.965950, 57.324550)"
2002,20.96597,57.3257,"(20.965970, 57.325700)"
2001,20.8635,56.2035,"(20.863500, 56.203500)"
2001,21.03578,57.32825,"(21.035780, 57.328250)"
2002,21.03963,57.31085,"(21.039630, 57.310850)"
2002,21.043,57.34307,"(21.043000, 57.343070)"
2002,21.06262,57.2738,"(21.062620, 57.273800)"
2002,21.06262,57.27422,"(21.062620, 57.274220)"
2002,21.06528,57.2804,"(21.065280, 57.280400)"
2002,21.06722,57.28345,"(21.067220, 57.283450)"
2002,21.06963,57.29123,"(21.069630, 57.291230)"
2001,21.07087,57.31117,"(21.070870, 57.311170)"
